"","ID","Name","NumberOfPersons","global_id","Year","Month","Sex"
"9212","2012","Илья",123,"323281505",2016,"сентябрь","male"
"9213","2013","Кирилл",118,"323281506",2016,"сентябрь","male"
"9214","2014","Тимофей",118,"323281507",2016,"сентябрь","male"
"9215","2015","Никита",114,"323281508",2016,"сентябрь","male"
"9216","2016","Роман",113,"323281509",2016,"сентябрь","male"
"9217","2017","Владимир",100,"323281510",2016,"сентябрь","male"
"9218","2018","Лев",95,"323281511",2016,"сентябрь","male"
"9219","2019","Матвей",94,"323281512",2016,"сентябрь","male"
"9220","2020","Фёдор",79,"323281513",2016,"сентябрь","male"
"9221","2021","Ярослав",77,"323281514",2016,"сентябрь","male"
"9222","2022","Константин",76,"323281515",2016,"сентябрь","male"
"9223","2023","Арсений",70,"323281516",2016,"сентябрь","male"
"9224","2024","Степан",69,"323281517",2016,"сентябрь","male"
"9225","2025","Глеб",64,"323281518",2016,"сентябрь","male"
"9226","2026","Денис",63,"323281519",2016,"сентябрь","male"
"9227","2027","Павел",61,"323281520",2016,"сентябрь","male"
"9228","2028","Сергей",61,"323281521",2016,"сентябрь","male"
"9229","2029","Владислав",60,"323281522",2016,"сентябрь","male"
"9230","2030","Тимур",58,"323281523",2016,"сентябрь","male"
"9231","2031","Георгий",53,"323281524",2016,"сентябрь","male"
"9232","2032","Семён",53,"323281525",2016,"сентябрь","male"
"9233","2033","Макар",51,"323281526",2016,"сентябрь","male"
"9234","2034","Мирон",49,"323281528",2016,"сентябрь","male"
"9235","2035","Давид",45,"323281529",2016,"сентябрь","male"
"9236","2036","Виктор",44,"323281530",2016,"сентябрь","male"
"9237","2037","Николай",41,"323281532",2016,"сентябрь","male"
"9238","2038","Григорий",39,"323281535",2016,"сентябрь","male"
"9239","2039","Данила",37,"323281536",2016,"сентябрь","male"
"9240","2040","Платон",37,"323281537",2016,"сентябрь","male"
"9241","2041","Леонид",36,"323281538",2016,"сентябрь","male"
"9242","2042","Василий",34,"323281539",2016,"сентябрь","male"
"9243","2043","Евгений",33,"323281541",2016,"сентябрь","male"
"9244","2044","Юрий",31,"323281542",2016,"сентябрь","male"
"9245","2045","Амир",30,"323281543",2016,"сентябрь","male"
"9246","2046","Артемий",30,"323281545",2016,"сентябрь","male"
"9247","2047","Олег",30,"323281546",2016,"сентябрь","male"
"9248","2048","Роберт",29,"323281547",2016,"сентябрь","male"
"9249","2049","Святослав",29,"323281548",2016,"сентябрь","male"
"9250","2050","Руслан",27,"323281549",2016,"сентябрь","male"
"9251","2051","Богдан",25,"323281550",2016,"сентябрь","male"
"9252","2052","Игорь",25,"323281551",2016,"сентябрь","male"
"9253","2053","Артем",23,"323281552",2016,"сентябрь","male"
"9254","2054","Захар",23,"323281553",2016,"сентябрь","male"
"9255","2055","Лука",23,"323281554",2016,"сентябрь","male"
"9256","2056","Пётр",23,"323291044",2016,"сентябрь","male"
"9257","2057","Артур",22,"323291045",2016,"сентябрь","male"
"9258","2058","Вадим",22,"323291046",2016,"сентябрь","male"
"9259","2059","Мирослав",22,"323291047",2016,"сентябрь","male"
"9260","2060","Савелий",22,"323291048",2016,"сентябрь","male"
"9261","2061","Даниэль",21,"323291050",2016,"сентябрь","male"
"9262","2062","Филипп",21,"323291051",2016,"сентябрь","male"
"9263","2063","Демид",20,"323291053",2016,"сентябрь","male"
"9264","2064","Вячеслав",19,"323291054",2016,"сентябрь","male"
"9265","2065","Елисей",19,"323291055",2016,"сентябрь","male"
"9266","2066","Адам",18,"323291057",2016,"сентябрь","male"
"9267","2067","Гордей",17,"323291058",2016,"сентябрь","male"
"9268","2068","Мухаммад",17,"323291059",2016,"сентябрь","male"
"9269","2069","Умар",17,"323291060",2016,"сентябрь","male"
"9270","2070","Али",16,"323291061",2016,"сентябрь","male"
"9271","2071","Антон",15,"323291062",2016,"сентябрь","male"
"9272","2072","Борис",15,"323291063",2016,"сентябрь","male"
"9273","2073","Данил",15,"323291064",2016,"сентябрь","male"
"9274","2074","Тихон",15,"323291065",2016,"сентябрь","male"
"9275","2075","Юсуф",15,"323291066",2016,"сентябрь","male"
"9276","2076","Арсен",14,"323291067",2016,"сентябрь","male"
"9277","2077","Всеволод",14,"323291068",2016,"сентябрь","male"
"9278","2078","Дамир",14,"323291069",2016,"сентябрь","male"
"9279","2079","Ибрагим",14,"323291070",2016,"сентябрь","male"
"9280","2080","Герман",13,"323291071",2016,"сентябрь","male"
"9281","2081","Эмин",13,"323291072",2016,"сентябрь","male"
"9282","2082","Анатолий",12,"323291073",2016,"сентябрь","male"
"9283","2083","Алинур",11,"323291074",2016,"сентябрь","male"
"9284","2084","Савва",11,"323291075",2016,"сентябрь","male"
"9285","2085","Серафим",11,"323291076",2016,"сентябрь","male"
"9286","2086","Эмир",10,"323291077",2016,"сентябрь","male"
"9287","2087","Алекс",9,"323291078",2016,"сентябрь","male"
"9288","2088","Ариет",9,"323291080",2016,"сентябрь","male"
"9289","2089","Родион",9,"323291081",2016,"сентябрь","male"
"9290","2090","Станислав",9,"323291082",2016,"сентябрь","male"
"9291","2091","Данияр",8,"323291083",2016,"сентябрь","male"
"9292","2092","Ислам",8,"323291084",2016,"сентябрь","male"
"9293","2093","Марсель",8,"323291085",2016,"сентябрь","male"
"9294","2094","Самир",8,"323291087",2016,"сентябрь","male"
"9295","2095","Эмиль",8,"323291089",2016,"сентябрь","male"
"9296","2096","Эрик",8,"323291094",2016,"сентябрь","male"
"9297","2097","Яков",8,"323291095",2016,"сентябрь","male"
"9298","2098","Арслан",7,"323291096",2016,"сентябрь","male"
"9299","2099","Петр",7,"323291097",2016,"сентябрь","male"
"9300","2100","Тигран",7,"323291098",2016,"сентябрь","male"
"9301","2101","Максим",286,"281754938",2016,"октябрь","male"
"9302","2102","Александр",263,"281754939",2016,"октябрь","male"
"9303","2103","Михаил",231,"281754940",2016,"октябрь","male"
"9304","2104","Артём",217,"281754941",2016,"октябрь","male"
"9305","2105","Иван",216,"281754942",2016,"октябрь","male"
"9306","2106","Дмитрий",196,"281754944",2016,"октябрь","male"
"9307","2107","Даниил",170,"281754945",2016,"октябрь","male"
"9308","2108","Матвей",148,"281754946",2016,"октябрь","male"
"9309","2109","Андрей",146,"281754947",2016,"октябрь","male"
"9310","2110","Егор",131,"281754948",2016,"октябрь","male"
"9311","2111","Роман",124,"323293326",2016,"октябрь","male"
"9312","2112","Никита",121,"323293327",2016,"октябрь","male"
"9313","2113","Марк",118,"323293328",2016,"октябрь","male"
"9314","2114","Кирилл",113,"323293329",2016,"октябрь","male"
"9315","2115","Алексей",112,"323293330",2016,"октябрь","male"
"9316","2116","Тимофей",112,"323293331",2016,"октябрь","male"
"9317","2117","Владимир",104,"323293332",2016,"октябрь","male"
"9318","2118","Илья",104,"323293333",2016,"октябрь","male"
"9319","2119","Лев",103,"323293334",2016,"октябрь","male"
"9320","2120","Ярослав",100,"323293335",2016,"октябрь","male"
"9321","2121","Степан",96,"323293336",2016,"октябрь","male"
"9322","2122","Фёдор",96,"323293337",2016,"октябрь","male"
"9323","2123","Сергей",94,"323293338",2016,"октябрь","male"
"9324","2124","Константин",77,"323293339",2016,"октябрь","male"
"9325","2125","Николай",64,"323293340",2016,"октябрь","male"
"9326","2126","Владислав",62,"323293341",2016,"октябрь","male"
"9327","2127","Глеб",62,"323293342",2016,"октябрь","male"
"9328","2128","Тимур",62,"323293343",2016,"октябрь","male"
"9329","2129","Георгий",57,"323293344",2016,"октябрь","male"
"9330","2130","Арсений",52,"323293345",2016,"октябрь","male"
"9331","2131","Евгений",52,"323293352",2016,"октябрь","male"
"9332","2132","Давид",51,"323293353",2016,"октябрь","male"
"9333","2133","Мирон",47,"323293354",2016,"октябрь","male"
"9334","2134","Артемий",46,"323293355",2016,"октябрь","male"
"9335","2135","Семён",46,"323293356",2016,"октябрь","male"
"9336","2136","Денис",43,"323293365",2016,"октябрь","male"
"9337","2137","Павел",43,"323293366",2016,"октябрь","male"
"9338","2138","Григорий",41,"323293367",2016,"октябрь","male"
"9339","2139","Амир",37,"323293368",2016,"октябрь","male"
"9340","2140","Игорь",35,"323293369",2016,"октябрь","male"
"9341","2141","Олег",35,"323293370",2016,"октябрь","male"
"9342","2142","Данила",34,"323293371",2016,"октябрь","male"
"9343","2143","Макар",34,"323293372",2016,"октябрь","male"
"9344","2144","Платон",33,"323293373",2016,"октябрь","male"
"9345","2145","Виктор",31,"323293374",2016,"октябрь","male"
"9346","2146","Леонид",31,"323293375",2016,"октябрь","male"
"9347","2147","Пётр",31,"323293376",2016,"октябрь","male"
"9348","2148","Руслан",30,"323293377",2016,"октябрь","male"
"9349","2149","Савелий",29,"323293378",2016,"октябрь","male"
"9350","2150","Василий",27,"323293379",2016,"октябрь","male"
"9351","2151","Даниэль",27,"323293380",2016,"октябрь","male"
"9352","2152","Антон",25,"323293381",2016,"октябрь","male"
"9353","2153","Артур",25,"323293382",2016,"октябрь","male"
"9354","2154","Артем",23,"323293383",2016,"октябрь","male"
"9355","2155","Вячеслав",23,"323293384",2016,"октябрь","male"
"9356","2156","Елисей",23,"323293385",2016,"октябрь","male"
"9357","2157","Юрий",23,"323293386",2016,"октябрь","male"
"9358","2158","Демид",22,"323293387",2016,"октябрь","male"
"9359","2159","Лука",22,"323293388",2016,"октябрь","male"
"9360","2160","Мирослав",22,"323293389",2016,"октябрь","male"
"9361","2161","Умар",22,"323293390",2016,"октябрь","male"
"9362","2162","Вадим",21,"323293391",2016,"октябрь","male"
"9363","2163","Тихон",20,"323293392",2016,"октябрь","male"
"9364","2164","Адам",18,"323293393",2016,"октябрь","male"
"9365","2165","Борис",18,"323293394",2016,"октябрь","male"
"9366","2166","Богдан",17,"323293395",2016,"октябрь","male"
"9367","2167","Святослав",17,"323293396",2016,"октябрь","male"
"9368","2168","Захар",16,"323293398",2016,"октябрь","male"
"9369","2169","Ибрагим",16,"323293399",2016,"октябрь","male"
"9370","2170","Роберт",16,"323293400",2016,"октябрь","male"
"9371","2171","Родион",16,"323293401",2016,"октябрь","male"
"9372","2172","Дамир",15,"323293402",2016,"октябрь","male"
"9373","2173","Мухаммад",15,"323293403",2016,"октябрь","male"
"9374","2174","Всеволод",14,"323293404",2016,"октябрь","male"
"9375","2175","Демьян",14,"323293405",2016,"октябрь","male"
